base_image_name,box_class,directory,split
b8b0cb0f46bf6158,a10,a10,train
fe5c848363691c9e,a10,a10,train
b7718c6e33d1c60c,a10,a10,train
edcc8c6f851956a1,a10,a10,train
ba69c55e06806beb,a10,a10,train
a8d9d5e66b3980c6,a10,a10,train
bb4cc4333cc8c33e,a10,a10,train
e62c99536cacb272,a10,a10,train
aca5d207b95825f6,a10,a10,train
9b97c463b1186c9b,a10,a10,train
f9b4e248178ed46c,a10,a10,train
eb44bc2b23983a67,a10,a10,train
8707587b66c6913b,a10,a10,train
f3f38c0c5c49e362,a10,a10,train
bce887a530d94ca7,a10,a10,train
e8d3872439d8ae27,a10,a10,train
c6c37b3c8cc2632d,a10,a10,train
b3e2cc3ce40d7346,a10,a10,train
ee1d93626c9d924a,a10,a10,train
9c9cbe7969e46222,a10,a10,train
cd97b2284d3316cd,a10,a10,train
9bcbb0f505b04fa2,a10,a10,train
818bfb7594526a2d,a10,a10,train
a9c692382dc57b33,a10,a10,train
ee11d92aa46a9b66,a10,a10,train
b189ce7678889367,a10,a10,train
bbe9c187bc88828f,a10,a10,train
fc12c76d39d2c429,a10,a10,train
b331cc4e37b1d10e,a10,a10,train
badd06670b18666d,a10,a10,train
b25edcb1234cd632,a10,a10,train
949cd3630cbc32dd,a10,a10,train
e2c089332f8cd37b,a10,a10,train
a7405f917c14b95b,a10,a10,train
8b15166c9d6b649d,a10,a10,train
bcc1c33635c89e33,a10,a10,train
b6ccc93334e6c709,a10,a10,train
ad4c933366c4b873,a10,a10,train
f8f08f8616787925,a10,a10,train
f567c634a666d190,a10,a10,train
afce50e0691cc657,a10,a10,train
a6d9c96630e8cf15,a10,a10,train
a64989371de4c71e,a10,a10,train
ae83c36f28d5c239,a10,a10,train
8d9692e8749d0de6,a10,a10,train
e5ccd2322dcde047,a10,a10,train
b4d9ce2633d92c38,a10,a10,train
e58a9a3569cad711,a10,a10,train
eb9dc0c2611d9be2,a10,a10,train
fc4a93352ccac933,a10,a10,train
8302e64edcc663dd,a10,a10,train
b3d38d2c605b1bb4,a10,a10,train
a4aedb316cca1335,a10,a10,train
e5819a7e5dd0b2a4,a10,a10,train
cbc8c4731f89835b,a10,a10,train
a299d5e67a1981c7,a10,a10,train
b379c4063cd8c733,a10,a10,train
f84a963425ed9c63,a10,a10,train
e0580b27b5d9c26f,a10,a10,train
e68cd8732786d259,a10,a10,train
f2d9ce2339269631,a10,a10,train
b379cc063bf8c207,a10,a10,train
90a545fc66c6b857,a10,a10,train
bc50d34ec3d16c6c,a10,a10,train
98fec3337cc823c1,a10,a10,train
e98fc2f0648f097a,a10,a10,train
b465c3933a7eec04,a10,a10,train
b9d9c62e39d0066d,a10,a10,train
f24eec43b10ce473,a10,a10,train
8149d616bb69ec1e,a10,a10,train
c798b4647857b9a8,a10,a10,train
b273c90e36f1c266,a10,a10,train
a4dddb264ddd3208,a10,a10,train
f49bce26b118e689,a10,a10,train
b99b0654b9bb4ac4,a10,a10,train
b80ec760389e8f67,a10,a10,train
e6a51bd23b256c8c,a10,a10,train
ba9bb5624bd909a2,a10,a10,train
e60c99736ea4b25a,a10,a10,train
e664993b67e49612,a10,a10,train
add2d2ad6b6c0417,a10,a10,train
986ef703c8f612b8,a10,a10,train
d5c5ca2898d6476b,a10,a10,train
e68c99732ca67239,a10,a10,train
d3ec4cd93366c891,a10,a10,train
a699d1c26c3b87c5,a10,a10,train
a990962748e9ef17,a10,a10,train
b359cc3739c1073c,a10,a10,train
88cc2e3999c66779,a10,a10,train
f339c42639c1c72e,a10,a10,train
fcd48487659a5633,a10,a10,train
a893c3ecce73182d,a10,a10,train
f7ac89e2d807ae30,a10,a10,train
f9a19a56e92916ca,a10,a10,train
f10cce32d9ce2659,a10,a10,train
f546aab198c66768,a10,a10,train
adc7d2382cc97331,a10,a10,train
e3f398846e69a1b2,a10,a10,train
b7d18c2ed8c6962c,a10,a10,train
b04f86791d9e6307,a10,a10,train
bb88c4763b89c666,a10,a10,train
ecdc93216cfc341c,a10,a10,train
d9c366263cb9b036,a10,a10,train
b9b994464fed3112,a10,a10,train
ed8cd2622d88f276,a10,a10,train
ed8c92326c8db35a,a10,a10,train
e78c98636d9e9261,a10,a10,train
f60c80f37b0d86f2,a10,a10,train
fd9cc3000bee74d4,a10,a10,train
e6761b996c269349,a10,a10,train
f564b4980ca59b6d,a10,a10,train
e68d917649ed921a,a10,a10,train
ccde133148ce17cd,a10,a10,train
a15b9c66a69f318c,a10,a10,train
81fe867c398be20e,a10,a10,train
846d51336a6cdb93,a10,a10,train
a3d1dc20635f9eb0,a10,a10,train
b1dccf21d8c625b8,a10,a10,train
f1f26a399dd3408c,a10,a10,train
ed0fd270344ccb93,a10,a10,train
dbd544e23d15c227,a10,a10,train
bc43c33c4cfa3e41,a10,a10,train
b359cc2631b1e34e,a10,a10,train
a25d9d627295dc4a,a10,a10,train
e6cc99336e84334e,a10,a10,train
e64c99736c8c92d3,a10,a10,train
f73e486596d36908,a10,a10,train
d2a907f619c73698,a10,a10,train
fdd18639d18639c1,a10,a10,train
e62c9913666cb693,a10,a10,train
9ab467c885c9c6e3,a10,a10,train
f66a9591232d3c96,a10,a10,train
e69499632696792d,a10,a10,train
a25dc46718f9c44f,a10,a10,train
ed8dd2324cbd7086,a10,a10,train
e1cb8e34740babd4,a10,a10,train
c5934ae77dc81721,a10,a10,train
e45c19b466d99b26,a10,a10,train
e78c99332e84f079,a10,a10,train
b3d9cc661338619b,a10,a10,train
8bd9d464699bc724,a10,a10,train
e6a6d98976b21386,a10,a10,train
ed4c92322e8ce87b,a10,a10,train
b671c90e34d0e32f,a10,a10,train
9c8a63551cbaf705,a10,a10,train
b3858c78638bbca5,a10,a10,train
eff9900568ca9f30,a10,a10,train
e99e925ba92ce50a,a10,a10,train
b3f9cc0639f1a708,a10,a10,train
a6ccd91338e4873b,a10,a10,train
e74cd92b0693e94a,a10,a10,train
b28c443399c637f9,a10,a10,train
ee3c91d3650c9273,a10,a10,train
8c99f32549fb1689,a10,a10,train
b359cc26b991076e,a10,a10,train
da3e854d361ac9b1,a10,a10,train
ee59953748c4934d,a10,a10,train
d6cd626a4c636b26,a10,a10,train
ed52c2691cd66339,a10,a10,train
e89293696c96c96b,a10,a10,train
bc91c36a3c91d07d,a10,a10,train
ed4c92326ec49d39,a10,a10,train
b7ccd0332cb38749,a10,a10,train
b373938c6c684b4b,a10,a10,train
ec5993277cc88636,a10,a10,train
88bdd663a91e35a1,a10,a10,train
e6c9913f49a43e49,a10,a10,train
b718982e4e863d4f,a10,a10,train
e15b9e46651b9a26,a10,a10,train
f5168668f19716b4,a10,a10,train
99cc4a75a69a4b36,a10,a10,train
ec99ce6673499234,a10,a10,train
e634996b249e4b65,a10,a10,train
f792885db92246b9,a10,a10,train
eddc92236dcc920b,a10,a10,train
e6a51b99d03de06c,a10,a10,train
bfccd0a36a8c9163,a10,a10,train
e68998366de3b21c,a10,a10,train
a687c9fa5849b127,a10,a10,train
e6909933669c9973,a10,a10,train
e464c99b333cccc5,a10,a10,train
e2cc9953ceb0b21d,a10,a10,train
b483c931b26cc7e3,a10,a10,train
d3ad6854d7a928d2,a10,a10,train
bc413fe01fe01fe0,a10,a10,train
e66699910a6e6db1,a10,a10,train
e68291376e4c9db2,a10,a10,train
e9639e68c399529a,a10,a10,train
d4c96b349cc3633c,a10,a10,train
90727264672f2d9d,a10,a10,train
a2ffd500fc1ca323,a10,a10,train
f788a28eddf2c049,a10,a10,train
e6b1d98c0d4bc336,a10,a10,train
e699892933e61d59,a10,a10,train
e788c0336dccb22f,a10,a10,train
a98c9613c0ed7e56,a10,a10,train
84e399c876372763,a10,a10,train
a789185cc5e39a3e,a10,a10,train
a7ae58336764981b,a10,a10,train
e29b8c6c93666b86,a10,a10,train
e7c39534680fb4f0,a10,a10,train
f493c44c3fc0b14f,a10,a10,train
f1c7663098d24f87,a10,a10,train
ec9652f12dc69269,a10,a10,train
acde9b13c0e4351b,a10,a10,train
e66698334dedb01a,a10,a10,train
e69b9946a6599946,a10,a10,train
8e1cf1610c9ef369,a10,a10,train
d7574a2995d64638,a10,a10,train
85cdd3f3b37a6004,a10,a10,train
853bfa51b40bf942,a10,a10,train
e6df192084d2796d,a10,a10,train
c1fc832c785dd5a2,a10,a10,train
fdd08639d18639c9,a10,a10,train
f2f3c30ceca40dc9,a10,a10,train
b3d9c4f61818e749,a10,a10,train
e5c6ca3930da9c2d,a10,a10,train
e61993666d94d24b,a10,a10,train
eedc90236dfcd003,a10,a10,train
e70c98732786d26d,a10,a10,train
ade8d220eca32d9d,a10,a10,train
f179fb108d82369c,a10,a10,train
cd93363ce3c28d34,a10,a10,train
b7ccc0332de1d632,a10,a10,train
ed0c92736c84937b,a10,a10,train
e68c91736c8db25a,a10,a10,train
9443479a3679c94f,a10,a10,train
e2269dc9691c93e3,a10,a10,train
8c86bb5bc1ec321b,a10,a10,train
b2d84976bac5a05e,a10,a10,train
e3899c5cc8a4b7d2,a10,a10,train
b0bac7754d8da322,a10,a10,train
c6cf91317ecc9119,a10,a10,train
844eeb32b44ccb67,a10,a10,train
a5589a666d993366,a10,a10,train
b593cc36c36c2bc8,a10,a10,train
8d82f3f54e0c31e3,a10,a10,train
f817c76070991e67,a10,a10,train
f6e4c8493b39b4c4,a10,a10,train
e4c04b3bb6c4497b,a10,a10,train
81fd82625d90eb6d,a10,a10,train
c4271b191afcfce0,a10,a10,train
eae694c96daa9191,a10,a10,train
eae154b23fc8c2a6,a10,a10,train
de0ca5513d1ed2e1,a10,a10,train
c182c67d7892f15e,a10,a10,train
ef9c90626d9cd262,a10,a10,train
94e659cd36e2c8c9,a10,a10,train
eb98d429cbd024cf,a10,a10,train
f77399841c4ce691,a10,a10,train
8c572926de3895ce,a10,a10,train
f1589c97c6613d58,a10,a10,train
f0efe9012bd1a558,a10,a10,train
bb9dc0e23a1d87c2,a10,a10,train
d545ea351598ca67,a10,a10,train
d1737e7cc0c26315,a10,a10,train
fb4cc0323c8fa339,a10,a10,train
c123be3f80c42f3b,a10,a10,train
e94986b61c9ea371,a10,a10,train
e64c99336cccb613,a10,a10,train
ee88b1374ccad293,a10,a10,train
ed96d2612c96d368,a10,a10,train
e853566ca5f84746,a10,a10,train
a2363e7ce9cb8312,a10,a10,train
ceea839124de66f0,a10,a10,train
b1a3c60c69f3551e,a10,a10,train
f4f1aa06cb5834ab,a10,a10,train
ae23d1282c7ef683,a10,a10,train
90a767789707789c,a10,a10,train
98d2d77518b2541f,a10,a10,train
f9c4263899e65e1c,a10,a10,train
d1932c4c73334bdc,a10,a10,train
d81ca743799c8ec9,a10,a10,train
d85aa731da9e43a4,a10,a10,train
ec93926c9996e469,a10,a10,train
92d04d2f30d0cf6f,a10,a10,train
b91bc6607c9f0b62,a10,a10,train
e2dc9962649e9be0,a10,a10,train
eb148c6935f2e58c,a10,a10,train
e68c993366c4933b,a10,a10,train
b39e9164381b0ee7,a10,a10,train
e60c91736c9c936b,a10,a10,train
f2c6cd3166ce9831,a10,a10,train
bbc4f0310fcca16b,a10,a10,train
d389c4f63a19c366,a10,a10,train
e44c91336eccd572,a10,a10,train
fc9f8360601f1dc6,a10,a10,train
839aece5121b6de4,a10,a10,train
acedd13206ad71ca,a10,a10,train
a3d41aa765989667,a10,a10,train
acced3352dcaa24c,a10,a10,train
f7e58059679624ca,a10,a10,train
b00bd5a77b58c236,a10,a10,train
b5cf8268984f472d,a10,a10,train
b2d04d2fb191c66e,a10,a10,train
e99a962539daa625,a10,a10,train
e78388063f39d25e,a10,a10,train
ace893963a28edc5,a10,a10,train
ecdc93226cfd9242,a10,a10,train
e66699c2490df6d2,a10,a10,train
80cccd33b61ded46,a10,a10,train
eb0b9772280b87b6,a10,a10,train
b748c0337fcfd180,a10,a10,train
9ef8e53121de1532,a10,a10,train
b3d8cc3739c2c718,a10,a10,train
e318cc776988963e,a10,a10,train
d1dc2ea31054e73b,a10,a10,train
f9b85626cd4ba618,a10,a10,train
be5ee9229049a576,a10,a10,train
b3d8cc2673c3073c,a10,a10,train
81c0ffbf09f0703c,a10,a10,train
836f256f036b0b1b,a10,a10,train
a98bd4146eab23d6,a10,a10,train
b38dc4723b0d8772,a10,a10,train
ae98c1a77f48b681,a10,a10,train
e924d339e486f331,a10,a10,train
ec1dd260359e4ea5,a10,a10,train
b3d1cc2633d1c62e,a10,a10,train
ce4dc2f270da9136,a10,a10,train
e9da96251cda6349,a10,a10,train
f633991ea646a30b,a10,a10,train
986ec9a53358cce6,a10,a10,train
b79cc863249ac9e5,a10,a10,train
a9d40375accb533c,a10,a10,train
c31b3336d4c72cf0,a10,a10,train
e267dd082176b51d,a10,a10,train
e9e9c65233e144ce,a10,a10,train
9999667659c96634,a10,a10,train
9f9fe0204edb1187,a10,a10,train
f38e24399917ce61,a10,a10,train
ba86f16a86f12c96,a10,a10,train
b11e8e75dde26380,a10,a10,train
e6649c334c29e3f2,a10,a10,train
e6649c1b3b3b8cc4,a10,a10,train
f74c41b13c8ec339,a10,a10,train
b3d8c4a63a49c3b6,a10,a10,train
a4c2593d0ec6e1f3,a10,a10,train
e164ae3b99c3662c,a10,a10,train
b33919193e3e9782,a10,a10,train
f7c888376dca9350,a10,a10,train
e399945a48e69c9d,a10,a10,train
a6c3793d86d26135,a10,a10,train
ee2c91736a0cc6d3,a10,a10,train
b3d9ce2670d12738,a10,a10,train
9419bbec84933b3c,a10,a10,train
d4d563c93838c747,a10,a10,train
dd9ba0a04ec6333b,a10,a10,train
f98996563458b9c3,a10,a10,train
ec9fd2606d0b82b5,a10,a10,train
e60c99736e8c925b,a10,a10,train
f3998c665999a64c,a10,a10,train
fece81316cc6d219,a10,a10,train
fd86437c141be1e2,a10,a10,train
eaf4ad0473940d7a,a10,a10,train
e9cc92336eccb132,a10,a10,train
e8849b7b268c716d,a10,a10,train
cacc91a36e489377,a10,a10,train
9e3161ce4eb059a7,a10,a10,train
9993636c2696da69,a10,a10,train
a78498736d44d27b,a10,a10,train
f6d9cc2671c30e38,a10,a10,train
e6cc99724db18a33,a10,a10,train
943d61e74b5ad606,a10,a10,train
848f9b3844863fbd,a10,a10,train
ad4cc833271cf0cf,a10,a10,train
9d47e130c98e4ec7,a10,a10,train
e606996771993c66,a10,a10,train
e633995c4ccdb21a,a10,a10,train
8fb9f1e2c2f0c0e1,a10,a10,train
eeec9193523eb424,a10,a10,train
f78aa857f148ac13,a10,a10,train
86c11926ccbbf94e,a10,a10,train
91b14ece31316ece,a10,a10,train
dd9d80220b5b7db4,a10,a10,train
8cb1ebd7de1824a1,a10,a10,train
b27c0ccd1f898f2c,a10,a10,train
f79ec1e2194f150c,a10,a10,train
84d3732c8dd2732d,a10,a10,train
b7198866291fd7d0,a10,a10,train
e7a49eda412cec86,a10,a10,train
e904963372ed0dd9,a10,a10,train
b38dcc7678898770,a10,a10,train
b2c8cd363ec8c317,a10,a10,train
e40810e6eb99767e,a10,a10,train
e693cd6c3a29c2c5,a10,a10,train
b3d9cc2771c30e38,a10,a10,train
e1e39eb869489786,a10,a10,train
f6738884266de9e2,a10,a10,train
8996166989f6378d,a10,a10,train
ecc99336614a9eb1,a10,a10,train
eedc90a32b7cc492,a10,a10,train
ed6d9292666c9989,a10,a10,train
b399cc06d8f7a50c,a10,a10,train
f9c686212fd852f2,a10,a10,train
bcd28132fea5417c,a10,a10,train
c0a7879a4bacb6c3,a10,a10,train
c1683fb9c0473f38,a10,a10,train
e46c9b1be064ad1b,a10,a10,train
efec80734f1c92c2,a10,a10,train
9ad3d10c2faccc72,a10,a10,train
aec1c836c38ebe49,a10,a10,train
bb08c673399ce643,a10,a10,train
eb92941d6a6391dc,a10,a10,train
bbd2c6249dfb220c,a10,a10,train
a25bdd6434f88707,a10,a10,train
85310a6ef7e04c9f,a10,a10,train
af4cd0b32f4cc193,a10,a10,train
f2cc2d33d8c72638,a10,a10,train
89762699996666d9,a10,a10,train
b3d1cd2660cb76b0,a10,a10,train
ec88d366dc48abc3,a10,a10,train
ac9ed121422ebcdb,a10,a10,train
987887d6ba3b21d4,a10,a10,train
e659955668e5923c,a10,a10,train
fc868338fc0e827e,a10,a10,train
bb85c4763e3981c6,a10,a10,train
c685986b2d96f269,a10,a10,train
e60899726eaeb256,a10,a10,train
fc48c16338cc8fb3,a10,a10,train
b687c9fa5849a127,a10,a10,train
b39dcc623990e365,a10,a10,train
ee9891462d1ef2d1,a10,a10,train
bc86c32169c4b4fb,a10,a10,train
e5cd9a12666c6b98,a10,a10,train
acb293276ded2612,a10,a10,train
bc99cc6633c1962b,a10,a10,train
f618cd6633249b6c,a10,a10,train
b3f9cc2658e68709,a10,a10,train
b2acc9332cdaa798,a10,a10,train
e7cdd8b08490f26b,a10,a10,train
8c197865b248d7f6,a10,a10,train
edc59932869ce03d,a10,a10,train
de8ce16394beb211,a10,a10,train
cc1ec663331ccce3,a10,a10,train
fc9ec76531990c26,a10,a10,train
b3a8e0562f8e58b9,a10,a10,train
bd96c2196dec20d3,a10,a10,train
b3d9c42639c9c61e,a10,a10,train
eb99c0e1b42e1f86,a10,a10,train
e789985445a3b31f,a10,a10,train
984ccd663349ccd7,a10,a10,train
b890c76b3d94c26b,a10,a10,train
a9fc970569439c39,a10,a10,train
90d2eb2c3d9f6261,a10,a10,train
d1ffee0891c14ea8,a10,a10,train
98f51aed834fe106,a10,a10,train
d14ecc31338e66e3,a10,a10,train
bc9fc76461984e26,a10,a10,train
e78ed831a6669913,a10,a10,train
948d4b239cde63ac,a10,a10,train
be89c3723c8cc372,a10,a10,train
a71998a749cc96b3,a10,a10,train
b3d9c42639d1a7b0,a10,a10,train
b3d9cc2631d3863c,a10,a10,train
e8e895576228bce9,a10,a10,train
a4c4d33b2cc67371,a10,a10,train
ec71d21684f97925,a10,a10,train
cf07607cdeaf8430,a10,a10,train
9747843219cde7e4,a10,a10,train
ef0c90736e8cd163,a10,a10,train
ac99c3643926c76d,a10,a10,train
ec8793704c87727a,a10,a10,train
f758483797c86631,a10,a10,train
f6511a0a6d6da6c6,a10,a10,train
e6c85f32e1b80657,a10,a10,train
b69de92a5847847a,a10,a10,train
fcdc83233f4cc413,a10,a10,train
b019cf663999d1c6,a10,a10,train
ad9ac178ac5e82e5,a10,a10,train
fe4a81312ccefa51,a10,a10,train
9919cbe63219cdc3,a10,a10,train
bc8fc0606f1b94f4,a10,a10,train
b5aed861a69658a9,a10,a10,train
a3d68d3bd4096b07,a10,a10,train
ea6695792e94c163,a10,a10,train
e9699496968d686e,a10,a10,train
b9d5c646b17803ce,a10,a10,train
85139a4ee672b94d,a10,a10,train
9b337069cecc3165,a10,a10,train
b28ccd33b4d14b8e,a10,a10,train
c4cc9c796fc69039,a10,a10,train
a8c8d63618ebd71c,a10,a10,train
e870de876b382c8b,a10,a10,train
b31d0c06bd99cae6,a10,a10,train
e27395b71c68c21e,a10,a10,train
a988d77f388a1d15,a10,a10,train
e58d9ae7f181462c,a10,a10,train
d0168e5ad9863ef8,a10,a10,train
afce90e32f8c9261,a10,a10,train
eece91314cd6b309,a10,a10,train
ef7c8b0386ca2c39,a10,a10,train
b359cc2631d14e3e,a10,a10,train
fd4ad2302ccec83b,a10,a10,train
c4d09a7264a7db1b,a10,a10,train
eb949e1bd06e9518,a10,a10,train
b345482bfd872678,a10,a10,train
b8d2876c79939664,a10,a10,train
b92c8c19a6d3ce27,a10,a10,train
e75c18f2c5d1722c,a10,a10,train
b98ec2704d6b32dc,a10,a10,train
a249dd3738c9873c,a10,a10,train
be1fc1613c1ec670,a10,a10,train
b3b1cc4e0cb8b387,a10,a10,train
e5c4d23326c4d979,a10,a10,train
e9cbc630388f66b8,a10,a10,train
b2928b66f0782cdb,a10,a10,train
ed4c91336e8c9972,a10,a10,train
ecbc8b93e6a87908,a10,a10,train
a799c8663399c26d,a10,a10,train
a4b6d969a61459e3,a10,a10,train
e41b994c67369963,a10,a10,train
c7cc8d073cbcd238,a10,a10,train
876f70383847c7c6,a10,a10,train
d87fd00dc78d2683,a10,a10,train
f0d8cf6638988667,a10,a10,train
a6518d3ce8c79c39,a10,a10,train
e66c9973498db252,a10,a10,train
eec081377fcc9033,a10,a10,train
edc892356cc3393c,a10,a10,train
b29e8dc7c3e0b06c,a10,a10,train
e7e2199c70a7618e,a10,a10,train
b30c9b656c19c6e6,a10,a10,train
a51513774cd2f22e,a10,a10,train
f1b034ceac69b14e,a10,a10,train
e4cc93326c8df21b,a10,a10,train
e9528625599ef643,a10,a10,train
97b80f34467ba9c4,a10,a10,train
d393e3e90c9c4c4e,a10,a10,train
b93b862565c96b61,a10,a10,train
a289c9763e19c3c7,a10,a10,train
d5963669d9834e68,a10,a10,train
b3e8e0323c484b7f,a10,a10,train
fe5c81237cdc9322,a10,a10,train
f6d98c2679e1921a,a10,a10,train
f0b1ce4f45e68919,a10,a10,train
b319cc263bd1c72c,a10,a10,train
add2926d2ed2853c,a10,a10,train
d5d5d37322840d6d,a10,a10,train
e7c4d493a9a49a5a,a10,a10,train
e6cc913b4cb1c23b,a10,a10,train
e68d99526ee4b312,a10,a10,train
a299c576198b66dc,a10,a10,train
b21c9d277991b634,a10,a10,train
d1972e5d11e2669c,a10,a10,train
e9ce972168db91a4,a10,a10,train
851bbc4ee313ec4c,a10,a10,train
acacd953a6ae1d09,a10,a10,train
e6ac99534dacb216,a10,a10,train
b319cc2639d1a71e,a10,a10,train
83c7273b3894d867,a10,a10,train
f1cc0a3b99c66639,a10,a10,train
a3269c796786da61,a10,a10,train
d1a2c62d9d6aa55c,a10,a10,train
b018ce63f14e8e37,a10,a10,train
b819d86c2743cdb6,a10,a10,train
d5da722d2dd2128d,a10,a10,train
aeced32164de1a89,a10,a10,train
c6abb3358c86334d,a10,a10,train
bd8c82226d9dfac2,a10,a10,train
937d0cb633096cb3,a10,a10,train
b018cf67e1959a3c,a10,a10,train
